item_id,seed_id,template_id,source_modality,source_statement,task2_gold_modality,capability_text
S0266_weak_low_priority_enhancement,S0266,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could display the audit report to the user.",nice_to_have,display the audit report to the user
S0266_weak_future_enhancement,S0266,future_enhancement,nice_to_have,Stakeholders mentioned that the system could display the audit report to the user as a possible future enhancement.,nice_to_have,display the audit report to the user
S0267_weak_useful_if,S0267,useful_if,nice_to_have,It would be useful if the system could make the audit report available to other adjusters at later points in time.,nice_to_have,make the audit report available to other adjusters at later points in time
S0267_weak_nice_if,S0267,nice_if,nice_to_have,It would be nice if the system could make the audit report available to other adjusters at later points in time.,nice_to_have,make the audit report available to other adjusters at later points in time
S0267_weak_low_priority_enhancement,S0267,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could make the audit report available to other adjusters at later points in time.",nice_to_have,make the audit report available to other adjusters at later points in time
S0267_weak_future_enhancement,S0267,future_enhancement,nice_to_have,Stakeholders mentioned that the system could make the audit report available to other adjusters at later points in time as a possible future enhancement.,nice_to_have,make the audit report available to other adjusters at later points in time
S0268_weak_useful_if,S0268,useful_if,nice_to_have,It would be useful if the system could allow the user to choose to view the preferred repair facility ratings.,nice_to_have,allow the user to choose to view the preferred repair facility ratings
S0268_weak_nice_if,S0268,nice_if,nice_to_have,It would be nice if the system could allow the user to choose to view the preferred repair facility ratings.,nice_to_have,allow the user to choose to view the preferred repair facility ratings
S0268_weak_low_priority_enhancement,S0268,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow the user to choose to view the preferred repair facility ratings.",nice_to_have,allow the user to choose to view the preferred repair facility ratings
S0268_weak_future_enhancement,S0268,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow the user to choose to view the preferred repair facility ratings as a possible future enhancement.,nice_to_have,allow the user to choose to view the preferred repair facility ratings
S0269_weak_useful_if,S0269,useful_if,nice_to_have,It would be useful if the system could display the current repair facility ratings to the user.,nice_to_have,display the current repair facility ratings to the user
S0269_weak_nice_if,S0269,nice_if,nice_to_have,It would be nice if the system could display the current repair facility ratings to the user.,nice_to_have,display the current repair facility ratings to the user
S0269_weak_low_priority_enhancement,S0269,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could display the current repair facility ratings to the user.",nice_to_have,display the current repair facility ratings to the user
S0269_weak_future_enhancement,S0269,future_enhancement,nice_to_have,Stakeholders mentioned that the system could display the current repair facility ratings to the user as a possible future enhancement.,nice_to_have,display the current repair facility ratings to the user
S0271_weak_useful_if,S0271,useful_if,nice_to_have,It would be useful if the system could allow the user to enter new ratings based on the audit report.,nice_to_have,allow the user to enter new ratings based on the audit report
S0271_weak_nice_if,S0271,nice_if,nice_to_have,It would be nice if the system could allow the user to enter new ratings based on the audit report.,nice_to_have,allow the user to enter new ratings based on the audit report
S0271_weak_low_priority_enhancement,S0271,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could allow the user to enter new ratings based on the audit report.",nice_to_have,allow the user to enter new ratings based on the audit report
S0271_weak_future_enhancement,S0271,future_enhancement,nice_to_have,Stakeholders mentioned that the system could allow the user to enter new ratings based on the audit report as a possible future enhancement.,nice_to_have,allow the user to enter new ratings based on the audit report
S0273_weak_useful_if,S0273,useful_if,nice_to_have,"It would be useful if the system could include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts.",nice_to_have,"include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts"
S0273_weak_nice_if,S0273,nice_if,nice_to_have,"It would be nice if the system could include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts.",nice_to_have,"include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts"
S0273_weak_low_priority_enhancement,S0273,low_priority_enhancement,nice_to_have,"As a low-priority enhancement, the system could include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts.",nice_to_have,"include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts"
S0273_weak_future_enhancement,S0273,future_enhancement,nice_to_have,"Stakeholders mentioned that the system could include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts as a possible future enhancement.",nice_to_have,"include, in the ratings, categories for attempted use of recycled parts and actual use of recycled parts"
